Year,Leading Cause,Sex,Race Ethnicity,Deaths,Death Rate,Age Adjusted Death Rate
2012,Malignant Neoplasms (Cancer),Female,Non-Hispanic White,3256,229.6,157.3
2014,Malignant Neoplasms (Cancer),Male,Non-Hispanic Black,1532,177.5,199.6
2012,Alzheimer's Disease ,Female,Other Race/ Ethnicity,,,
2008,Chronic Liver Disease and Cirrhosis ,Male,Hispanic,149,13.5,16.8
2013,Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use ,Male,Hispanic,188,15.9,16.6
2007,All Other Causes,Male,Other Race/ Ethnicity,24,,
2010,Cerebrovascular Disease (Stroke),Male,Non-Hispanic Black,171,20.1,23.9
2012,Accidents Except Drug Posioning ,Female,Hispanic,60,4.8,5.2
2009,Human Immunodeficiency Virus Disease (HIV),Female,Not Stated/Unknown,,,
2008,Aortic Aneurysm and Dissection ,Male,Other Race/ Ethnicity,,,
2011,Diabetes Mellitus ,Male,Not Stated/Unknown,7,,
2013,Essential Hypertension and Renal Diseases ,Female,Other Race/ Ethnicity,8,,
2008,All Other Causes,Male,Hispanic,1069,96.7,139.5
2014,Chronic Liver Disease and Cirrhosis ,Male,Asian and Pacific Islander,31,5.4,5.3
2009,Essential Hypertension and Renal Diseases ,Female,Hispanic,84,7,8.8
2009,Accidents Except Drug Posioning ,Male,Other Race/ Ethnicity,,,
2009,Cerebrovascular Disease (Stroke),Male,Other Race/ Ethnicity,,,
2013,Diseases of Heart ,Female,Other Race/ Ethnicity,41,,
2009,Certain Conditions originating in the Perinatal Period ,Male,Not Stated/Unknown,8,,
2010,Diseases of Heart ,Male,Asian and Pacific Islander,478,91.8,130
2011,All Other Causes,Female,Hispanic,1025,83.7,94.8
2013,All Other Causes,Male,Non-Hispanic Black,1341,156.3,175.7
2011,Human Immunodeficiency Virus Disease (HIV),Male,Not Stated/Unknown,10,,
2012,All Other Causes,Female,Other Race/ Ethnicity,22,,
2011,Essential Hypertension and Renal Diseases ,Male,Non-Hispanic White,142,10.6,8.8
2010,"Nephritis, Nephrotic Syndrome and Nephrisis ",Female,Non-Hispanic Black,86,8.2,7.4
2012,Essential Hypertension and Renal Diseases ,Female,Hispanic,101,8.2,9.5
2013,Accidents Except Drug Posioning ,Female,Other Race/ Ethnicity,,,
2013,Diseases of Heart ,Female,Hispanic,1261,101,113.6
2009,Diabetes Mellitus ,Female,Non-Hispanic White,229,15.9,9.5
2012,Influenza (Flu) and Pneumonia ,Female,Non-Hispanic White,576,40.6,20.2
2007,Influenza (Flu) and Pneumonia ,Male,Not Stated/Unknown,13,,
2014,Accidents Except Drug Posioning ,Female,Not Stated/Unknown,,,
2013,Cerebrovascular Disease (Stroke),Male,Other Race/ Ethnicity,10,,
2012,Malignant Neoplasms (Cancer),Female,Asian and Pacific Islander,461,78.9,83.8
2011,Essential Hypertension and Renal Diseases ,Female,Non-Hispanic White,199,14,6.8
2008,Malignant Neoplasms (Cancer),Male,Non-Hispanic Black,1464,172.4,220.4
2007,Chronic Lower Respiratory Diseases ,Male,Other Race/ Ethnicity,,,
2009,Intentional Self-Harm (Suicide),Female,Asian and Pacific Islander,17,3.1,3.1
2014,"Nephritis, Nephrotic Syndrome and Nephrisis ",Male,Asian and Pacific Islander,28,4.9,5.8
2007,Human Immunodeficiency Virus Disease (HIV),Female,Non-Hispanic Black,248,23.6,22.1
2007,Chronic Liver Disease and Cirrhosis ,Male,Hispanic,107,9.8,12.8
2014,Chronic Liver Disease and Cirrhosis ,Male,Other Race/ Ethnicity,10,,
2014,Alzheimer's Disease ,Female,Not Stated/Unknown,,,
2007,Malignant Neoplasms (Cancer),Male,Non-Hispanic White,3356,250.9,213.7
2008,Influenza (Flu) and Pneumonia ,Female,Non-Hispanic White,621,43.3,22.2
2010,Diabetes Mellitus ,Male,Non-Hispanic Black,279,32.8,41
2014,Diabetes Mellitus ,Male,Non-Hispanic Black,318,36.8,42.2
2014,Accidents Except Drug Posioning ,Male,Asian and Pacific Islander,68,11.9,13.3
2014,Accidents Except Drug Posioning ,Female,Other Race/ Ethnicity,6,,
2012,Diabetes Mellitus ,Female,Non-Hispanic Black,409,39.1,33.8
2012,Chronic Lower Respiratory Diseases ,Female,Asian and Pacific Islander,39,6.7,8
2012,Chronic Lower Respiratory Diseases ,Female,Not Stated/Unknown,8,,
2013,Accidents Except Drug Posioning ,Male,Other Race/ Ethnicity,5,,
2015,Malignant Neoplasms (Cancer),Female,Asian and Pacific Islander,515,79.72666911,78.86538643
2015,Diseases of Heart ,Female,Asian and Pacific Islander,498,77.09491499,81.60513144
2015,Cerebrovascular Disease (Stroke),Female,Asian and Pacific Islander,95,14.70686129,15.33793056
2015,Influenza (Flu) and Pneumonia ,Female,Asian and Pacific Islander,89,13.7780069,14.70636233
2015,Diabetes Mellitus ,Female,Asian and Pacific Islander,71,10.9914437,11.53739676
2015,Alzheimer's Disease ,Female,Asian and Pacific Islander,50,7.740453312,8.416912976
2015,Chronic Lower Respiratory Diseases ,Female,Asian and Pacific Islander,41,6.347171716,6.670309854
2015,Diseases of Heart ,Female,Other Race/ Ethnicity,22,,
2015,Intentional Self-Harm (Suicide),Female,Asian and Pacific Islander,36,5.573126385,5.35087695
2015,Accidents Except Drug Posioning ,Female,Asian and Pacific Islander,34,5.263508252,5.395702872
2015,Essential Hypertension and Renal Diseases ,Female,Asian and Pacific Islander,30,4.644271987,4.907297396
2015,All Other Causes,Female,Asian and Pacific Islander,345,53.40912785,56.25492343
2015,Diseases of Heart ,Female,Hispanic,1361,106.4840243,113.3767005
2015,Malignant Neoplasms (Cancer),Female,Hispanic,1193,93.33978027,97.35036105
2015,Influenza (Flu) and Pneumonia ,Female,Hispanic,208,16.2738259,17.33532827
2015,Cerebrovascular Disease (Stroke),Female,Hispanic,197,15.41319088,16.31823026
2015,Diabetes Mellitus ,Female,Hispanic,196,15.33495133,16.26295404
2015,Chronic Lower Respiratory Diseases ,Female,Hispanic,183,14.31783721,15.12410083
2015,Alzheimer's Disease ,Female,Hispanic,176,13.77016038,14.8206693
2015,Essential Hypertension and Renal Diseases ,Female,Hispanic,98,7.667475664,8.161639387
2015,Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use ,Female,Hispanic,78,6.102684712,5.954788137
2015,Accidents Except Drug Posioning ,Female,Hispanic,65,5.085570593,5.288640978
2015,All Other Causes,Female,Hispanic,1184,92.63562434,97.01350898
2015,Diseases of Heart ,Female,Non-Hispanic Black,2344,224.2347654,177.654028
2015,Malignant Neoplasms (Cancer),Female,Non-Hispanic Black,1872,179.0816898,148.0974577
2015,Diabetes Mellitus ,Female,Non-Hispanic Black,392,37.50001196,30.4625241
2015,Cerebrovascular Disease (Stroke),Female,Non-Hispanic Black,307,29.36863181,23.55431196
2015,Influenza (Flu) and Pneumonia ,Female,Non-Hispanic Black,261,24.96812021,19.69028909
2015,Essential Hypertension and Renal Diseases ,Female,Non-Hispanic Black,232,22.19388463,17.54759229
2015,Chronic Lower Respiratory Diseases ,Female,Non-Hispanic Black,223,21.33291497,17.5841515
2015,Alzheimer's Disease ,Female,Non-Hispanic Black,147,14.06250448,10.66446919
2015,Human Immunodeficiency Virus Disease (HIV),Female,Non-Hispanic Black,92,8.801023215,7.819361946
2015,"Nephritis, Nephrotic Syndrome and Nephrisis ",Female,Non-Hispanic Black,79,7.557400369,6.188226927
2015,All Other Causes,Female,Non-Hispanic Black,1599,152.96561,129.5125713
2015,Diseases of Heart ,Female,Non-Hispanic White,4494,317.9607495,161.7714355
2015,Malignant Neoplasms (Cancer),Female,Non-Hispanic White,3130,221.4546386,149.8877873
2015,Influenza (Flu) and Pneumonia ,Female,Non-Hispanic White,521,36.86193825,19.31988482
2015,Chronic Lower Respiratory Diseases ,Female,Non-Hispanic White,503,35.58839719,20.68637768
2015,Cerebrovascular Disease (Stroke),Female,Non-Hispanic White,422,29.85746246,15.52110044
2015,Alzheimer's Disease ,Female,Non-Hispanic White,378,26.74436211,11.92414204
2015,Diabetes Mellitus ,Female,Non-Hispanic White,239,16.90979509,10.43698457
2015,Essential Hypertension and Renal Diseases ,Female,Non-Hispanic White,226,15.99001544,8.588294713
2015,Accidents Except Drug Posioning ,Female,Non-Hispanic White,191,13.51368561,8.932653057
2015,Septicemia ,Female,Non-Hispanic White,127,8.985539649,5.233240258
2015,All Other Causes,Female,Non-Hispanic White,2489,176.1024267,108.5748389
2015,Diseases of Heart ,Female,Not Stated/Unknown,137,,
2015,Malignant Neoplasms (Cancer),Female,Not Stated/Unknown,92,,
2015,Diabetes Mellitus ,Female,Not Stated/Unknown,25,,
2015,Influenza (Flu) and Pneumonia ,Female,Not Stated/Unknown,16,,
2015,Chronic Lower Respiratory Diseases ,Female,Not Stated/Unknown,15,,
2015,Cerebrovascular Disease (Stroke),Female,Not Stated/Unknown,15,,
2015,Certain Conditions originating in the Perinatal Period ,Female,Not Stated/Unknown,14,,
2015,Alzheimer's Disease ,Female,Not Stated/Unknown,14,,
2015,Essential Hypertension and Renal Diseases ,Female,Not Stated/Unknown,11,,
2015,Chronic Liver Disease and Cirrhosis ,Female,Not Stated/Unknown,8,,
2015,All Other Causes,Female,Not Stated/Unknown,92,,
2016,Diabetes Mellitus ,Female,Other Race/ Ethnicity,3,,
2015,Malignant Neoplasms (Cancer),Female,Other Race/ Ethnicity,12,,
2015,Essential Hypertension and Renal Diseases ,Female,Other Race/ Ethnicity,4,,
2015,Cerebrovascular Disease (Stroke),Female,Other Race/ Ethnicity,3,,
2015,"Congenital Malformations, Deformations, and Chromosomal Abnormalities ",Female,Other Race/ Ethnicity,3,,
2015,Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use ,Female,Other Race/ Ethnicity,1,,
2015,Chronic Lower Respiratory Diseases ,Female,Other Race/ Ethnicity,1,,
2015,Influenza (Flu) and Pneumonia ,Female,Other Race/ Ethnicity,1,,
2015,Atherosclerosis ,Female,Other Race/ Ethnicity,1,,
2015,Septicemia ,Female,Other Race/ Ethnicity,1,,
2015,Accidents Except Drug Posioning ,Female,Other Race/ Ethnicity,1,,
2015,Alzheimer's Disease ,Female,Other Race/ Ethnicity,1,,
2015,"Nephritis, Nephrotic Syndrome and Nephrisis ",Female,Other Race/ Ethnicity,1,,
2015,All Other Causes,Female,Other Race/ Ethnicity,13,,
2015,Malignant Neoplasms (Cancer),Male,Asian and Pacific Islander,668,113.0404323,123.1364913
2015,Diseases of Heart ,Male,Asian and Pacific Islander,610,103.2255444,122.8168795
2015,Influenza (Flu) and Pneumonia ,Male,Asian and Pacific Islander,108,18.27599803,23.15967226
2015,Cerebrovascular Disease (Stroke),Male,Asian and Pacific Islander,90,15.22999836,17.23906364
2015,Diabetes Mellitus ,Male,Asian and Pacific Islander,85,14.38388734,16.44749382
2015,Chronic Lower Respiratory Diseases ,Male,Asian and Pacific Islander,76,12.8608875,16.27740405
2015,Accidents Except Drug Posioning ,Male,Asian and Pacific Islander,64,10.83022106,12.33810732
2015,Essential Hypertension and Renal Diseases ,Male,Asian and Pacific Islander,50,8.461110199,10.330991
2015,Intentional Self-Harm (Suicide),Male,Asian and Pacific Islander,39,6.599665955,6.544212148
2015,Parkinson's Disease ,Male,Asian and Pacific Islander,30,5.07666612,6.634861041
2015,All Other Causes,Male,Asian and Pacific Islander,454,76.82688061,90.92796488
2015,Diseases of Heart ,Male,Hispanic,1410,116.8186552,181.971046
2015,Malignant Neoplasms (Cancer),Male,Hispanic,1175,97.34887933,140.8760087
2015,Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use ,Male,Hispanic,261,21.62387873,21.73428863
2015,Diabetes Mellitus ,Male,Hispanic,225,18.64127477,26.20634599
2015,Influenza (Flu) and Pneumonia ,Male,Hispanic,196,16.23862157,26.14814004
2015,Accidents Except Drug Posioning ,Male,Hispanic,178,14.74731959,17.15582828
2015,Cerebrovascular Disease (Stroke),Male,Hispanic,178,14.74731959,22.15024169
2015,Chronic Liver Disease and Cirrhosis ,Male,Hispanic,166,13.75311827,17.08787142
2015,Chronic Lower Respiratory Diseases ,Male,Hispanic,153,12.67606684,20.01130536
2015,Essential Hypertension and Renal Diseases ,Male,Hispanic,105,8.699261557,13.40089579
2015,All Other Causes,Male,Hispanic,1196,99.08873164,135.8319701
2015,Diseases of Heart ,Male,Non-Hispanic Black,2033,235.6896502,265.8655733
2015,Malignant Neoplasms (Cancer),Male,Non-Hispanic Black,1523,176.5643567,194.0654914
2015,Diabetes Mellitus ,Male,Non-Hispanic Black,345,39.99652204,44.69450045
2015,Influenza (Flu) and Pneumonia ,Male,Non-Hispanic Black,225,26.08468829,31.08022426
2015,Cerebrovascular Disease (Stroke),Male,Non-Hispanic Black,206,23.88198128,26.13409005
2015,Assault (Homicide),Male,Non-Hispanic Black,196,22.7226618,22.97255292
2015,Human Immunodeficiency Virus Disease (HIV),Male,Non-Hispanic Black,185,21.44741037,20.65947882
2015,Chronic Lower Respiratory Diseases ,Male,Non-Hispanic Black,177,20.51995479,23.20274539
2015,Essential Hypertension and Renal Diseases ,Male,Non-Hispanic Black,167,19.36063531,22.38618645
2015,Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use ,Male,Non-Hispanic Black,155,17.96945193,16.62784848
2015,All Other Causes,Male,Non-Hispanic Black,1418,164.3915022,182.7179393
2015,Diseases of Heart ,Male,Non-Hispanic White,4015,298.4528768,239.2238059
2015,Malignant Neoplasms (Cancer),Male,Non-Hispanic White,3020,224.4900842,186.1282035
2015,Influenza (Flu) and Pneumonia ,Male,Non-Hispanic White,449,33.37617476,26.60340598
2015,Chronic Lower Respiratory Diseases ,Male,Non-Hispanic White,364,27.05774524,21.84095138
2015,Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use ,Male,Non-Hispanic White,342,25.42238701,23.63655961
2015,Cerebrovascular Disease (Stroke),Male,Non-Hispanic White,316,23.48969093,18.81115282
2015,Accidents Except Drug Posioning ,Male,Non-Hispanic White,287,21.33399144,18.28609368
2015,Diabetes Mellitus ,Male,Non-Hispanic White,246,18.28627838,15.00551901
2015,Intentional Self-Harm (Suicide),Male,Non-Hispanic White,181,13.45453816,11.93684097
2015,Alzheimer's Disease ,Male,Non-Hispanic White,170,12.63685904,9.626592641
2015,Essential Hypertension and Renal Diseases ,Male,Non-Hispanic White,170,12.63685904,9.967782918
2015,All Other Causes,Male,Non-Hispanic White,2288,170.0772558,142.327895
2015,Diseases of Heart ,Male,Not Stated/Unknown,174,,
2015,Malignant Neoplasms (Cancer),Male,Not Stated/Unknown,94,,
2015,Diabetes Mellitus ,Male,Not Stated/Unknown,25,,
2015,Chronic Lower Respiratory Diseases ,Male,Not Stated/Unknown,21,,
2015,Influenza (Flu) and Pneumonia ,Male,Not Stated/Unknown,19,,
2015,Cerebrovascular Disease (Stroke),Male,Not Stated/Unknown,18,,
2015,Chronic Liver Disease and Cirrhosis ,Male,Not Stated/Unknown,17,,
2015,Human Immunodeficiency Virus Disease (HIV),Male,Not Stated/Unknown,16,,
2015,Certain Conditions originating in the Perinatal Period ,Male,Not Stated/Unknown,16,,
2015,Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use ,Male,Not Stated/Unknown,11,,
2015,All Other Causes,Male,Not Stated/Unknown,127,,
2015,Diseases of Heart ,Male,Other Race/ Ethnicity,26,,
2015,Malignant Neoplasms (Cancer),Male,Other Race/ Ethnicity,15,,
2015,Chronic Lower Respiratory Diseases ,Male,Other Race/ Ethnicity,4,,
2015,Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use ,Male,Other Race/ Ethnicity,3,,
2015,Diabetes Mellitus ,Male,Other Race/ Ethnicity,3,,
2015,Assault (Homicide),Male,Other Race/ Ethnicity,3,,
2015,Viral Hepatitis ,Male,Other Race/ Ethnicity,2,,
2015,Essential Hypertension and Renal Diseases ,Male,Other Race/ Ethnicity,2,,
2015,Meningitis ,Male,Other Race/ Ethnicity,1,,
2015,Influenza (Flu) and Pneumonia ,Male,Other Race/ Ethnicity,1,,
2015,Mental and Behavioral Disorders due to Use of Alcohol,Male,Other Race/ Ethnicity,1,,
2015,Human Immunodeficiency Virus Disease (HIV),Male,Other Race/ Ethnicity,1,,
2015,Accidents Except Drug Posioning ,Male,Other Race/ Ethnicity,1,,
2015,"Congenital Malformations, Deformations, and Chromosomal Abnormalities ",Male,Other Race/ Ethnicity,1,,
2015,"Nephritis, Nephrotic Syndrome and Nephrisis ",Male,Other Race/ Ethnicity,1,,
2015,All Other Causes,Male,Other Race/ Ethnicity,7,,
2016,Malignant Neoplasms (Cancer),Female,Asian and Pacific Islander,565,86.44298588,83.07445561
2016,Diseases of Heart ,Female,Asian and Pacific Islander,530,81.08811065,82.62828747
2016,Cerebrovascular Disease (Stroke),Female,Asian and Pacific Islander,118,18.05357935,18.25067486
2016,Influenza (Flu) and Pneumonia ,Female,Asian and Pacific Islander,92,14.07567204,14.45947024
2016,Diabetes Mellitus ,Female,Asian and Pacific Islander,73,11.16873977,11.23352605
2016,Essential Hypertension and Renal Diseases ,Female,Asian and Pacific Islander,58,8.873793241,9.168902731
2016,Alzheimer's Disease ,Female,Asian and Pacific Islander,49,7.496825324,7.742782355
2016,Accidents Except Drug Posioning ,Female,Asian and Pacific Islander,43,6.578846713,6.500594799
2016,Chronic Lower Respiratory Diseases ,Female,Asian and Pacific Islander,39,5.966860972,6.110399071
2016,Intentional Self-Harm (Suicide),Female,Asian and Pacific Islander,29,4.43689662,4.149747806
2016,All Other Causes,Female,Asian and Pacific Islander,385,58.90362755,60.88457225
2016,Diseases of Heart ,Female,Hispanic,1485,115.8970117,120.3153112
2016,Malignant Neoplasms (Cancer),Female,Hispanic,1162,90.68843605,93.11168514
2016,Diabetes Mellitus ,Female,Hispanic,231,18.02842404,18.56131955
2016,Cerebrovascular Disease (Stroke),Female,Hispanic,204,15.92120564,16.42843847
2016,Alzheimer's Disease ,Female,Hispanic,203,15.84316052,16.48011249
2016,Influenza (Flu) and Pneumonia ,Female,Hispanic,195,15.21879951,15.84054835
2016,Chronic Lower Respiratory Diseases ,Female,Hispanic,168,13.11158112,13.56240301
2016,Essential Hypertension and Renal Diseases ,Female,Hispanic,131,10.22391147,10.49061675
2016,Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use ,Female,Hispanic,90,7.024061312,6.855455606
2016,Chronic Liver Disease and Cirrhosis ,Female,Hispanic,59,4.604662416,4.685157203
2016,All Other Causes,Female,Hispanic,1147,89.51775917,91.93898635
2016,Diseases of Heart ,Female,Non-Hispanic Black,2303,221.5253797,171.0996617
2016,Malignant Neoplasms (Cancer),Female,Non-Hispanic Black,1864,179.298006,145.0408052
2016,Diabetes Mellitus ,Female,Non-Hispanic Black,399,38.37977703,30.80757937
2016,Cerebrovascular Disease (Stroke),Female,Non-Hispanic Black,276,26.5484172,20.69501247
2016,Essential Hypertension and Renal Diseases ,Female,Non-Hispanic Black,226,21.73892133,16.68683358
2016,Chronic Lower Respiratory Diseases ,Female,Non-Hispanic Black,218,20.96940199,16.84913651
2016,Influenza (Flu) and Pneumonia ,Female,Non-Hispanic Black,212,20.39226248,16.05381107
2016,Alzheimer's Disease ,Female,Non-Hispanic Black,158,15.19800695,11.06038529
2016,Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use ,Female,Non-Hispanic Black,101,9.715181655,8.590203518
2016,Human Immunodeficiency Virus Disease (HIV),Female,Non-Hispanic Black,91,8.753282481,7.844402169
2016,All Other Causes,Female,Non-Hispanic Black,1585,152.461019,127.8374258
2016,Diseases of Heart ,Female,Non-Hispanic White,4306,307.3448715,156.2653333
2016,Malignant Neoplasms (Cancer),Female,Non-Hispanic White,3102,221.4082191,149.0134479
2016,Chronic Lower Respiratory Diseases ,Female,Non-Hispanic White,471,33.61807582,19.4792023
2016,Influenza (Flu) and Pneumonia ,Female,Non-Hispanic White,450,32.11918072,17.14918671
2016,Cerebrovascular Disease (Stroke),Female,Non-Hispanic White,404,28.83588669,15.15839983
2016,Alzheimer's Disease ,Female,Non-Hispanic White,361,25.76672053,11.75716207
2016,Essential Hypertension and Renal Diseases ,Female,Non-Hispanic White,219,15.63133462,8.211295014
2016,Diabetes Mellitus ,Female,Non-Hispanic White,183,13.06180016,8.011416512
2016,Accidents Except Drug Posioning ,Female,Non-Hispanic White,156,11.13464932,7.233652029
2016,Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use ,Female,Non-Hispanic White,138,9.849882087,9.375124053
2016,All Other Causes,Female,Non-Hispanic White,2416,172.4443125,102.399688
2016,Diseases of Heart ,Female,Not Stated/Unknown,126,,
2016,Malignant Neoplasms (Cancer),Female,Not Stated/Unknown,81,,
2016,Diabetes Mellitus ,Female,Not Stated/Unknown,24,,
2016,Influenza (Flu) and Pneumonia ,Female,Not Stated/Unknown,18,,
2016,Cerebrovascular Disease (Stroke),Female,Not Stated/Unknown,18,,
2016,Chronic Lower Respiratory Diseases ,Female,Not Stated/Unknown,16,,
2016,Certain Conditions originating in the Perinatal Period ,Female,Not Stated/Unknown,15,,
2016,Essential Hypertension and Renal Diseases ,Female,Not Stated/Unknown,13,,
2016,Alzheimer's Disease ,Female,Not Stated/Unknown,9,,
2016,Viral Hepatitis ,Female,Not Stated/Unknown,7,,
2016,"Congenital Malformations, Deformations, and Chromosomal Abnormalities ",Female,Not Stated/Unknown,7,,
2016,All Other Causes,Female,Not Stated/Unknown,105,,
2016,Diseases of Heart ,Female,Other Race/ Ethnicity,30,,
2016,Malignant Neoplasms (Cancer),Female,Other Race/ Ethnicity,8,,
2016,Influenza (Flu) and Pneumonia ,Female,Other Race/ Ethnicity,4,,
2016,Alzheimer's Disease ,Female,Other Race/ Ethnicity,3,,
2016,Certain Conditions originating in the Perinatal Period ,Female,Other Race/ Ethnicity,2,,
2016,Chronic Lower Respiratory Diseases ,Female,Other Race/ Ethnicity,1,,
2016,Mental and Behavioral Disorders due to Use of Alcohol,Female,Other Race/ Ethnicity,1,,
2016,Cerebrovascular Disease (Stroke),Female,Other Race/ Ethnicity,1,,
2016,Assault (Homicide),Female,Other Race/ Ethnicity,1,,
2016,Essential Hypertension and Renal Diseases ,Female,Other Race/ Ethnicity,1,,
2016,Intentional Self-Harm (Suicide),Female,Other Race/ Ethnicity,1,,
2016,Human Immunodeficiency Virus Disease (HIV),Female,Other Race/ Ethnicity,1,,
2016,Accidents Except Drug Posioning ,Female,Other Race/ Ethnicity,1,,
2016,"Congenital Malformations, Deformations, and Chromosomal Abnormalities ",Female,Other Race/ Ethnicity,1,,
2016,Septicemia ,Female,Other Race/ Ethnicity,1,,
2016,"Nephritis, Nephrotic Syndrome and Nephrisis ",Female,Other Race/ Ethnicity,1,,
2016,All Other Causes,Female,Other Race/ Ethnicity,13,,
2016,Malignant Neoplasms (Cancer),Male,Asian and Pacific Islander,683,115.0085288,121.0785368
2016,Diseases of Heart ,Male,Asian and Pacific Islander,603,101.5375445,117.7796652
2016,Influenza (Flu) and Pneumonia ,Male,Asian and Pacific Islander,113,19.02776538,22.91632756
2016,Cerebrovascular Disease (Stroke),Male,Asian and Pacific Islander,95,15.99679391,18.07142432
2016,Diabetes Mellitus ,Male,Asian and Pacific Islander,76,12.79743513,14.19434714
2016,Chronic Lower Respiratory Diseases ,Male,Asian and Pacific Islander,75,12.62904782,15.58055641
2016,Accidents Except Drug Posioning ,Male,Asian and Pacific Islander,60,10.10323826,11.08229029
2016,Essential Hypertension and Renal Diseases ,Male,Asian and Pacific Islander,48,8.082590605,9.834246016
2016,Alzheimer's Disease ,Male,Asian and Pacific Islander,37,6.230330258,9.068703397
2016,Intentional Self-Harm (Suicide),Male,Asian and Pacific Islander,32,5.388393737,5.364178546
2016,All Other Causes,Male,Asian and Pacific Islander,449,75.60589962,85.10910189
2016,Diseases of Heart ,Male,Hispanic,1418,117.405585,174.6356781
2016,Malignant Neoplasms (Cancer),Male,Hispanic,1224,101.3430437,143.7156708
2016,Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use ,Male,Hispanic,369,30.551947,30.48654556
2016,Diabetes Mellitus ,Male,Hispanic,217,17.96686314,25.75616003
2016,Influenza (Flu) and Pneumonia ,Male,Hispanic,191,15.81415143,24.90027602
2016,Accidents Except Drug Posioning ,Male,Hispanic,177,14.65499897,16.44043314
2016,Cerebrovascular Disease (Stroke),Male,Hispanic,170,14.07542274,19.74241396
2016,Chronic Liver Disease and Cirrhosis ,Male,Hispanic,146,12.08830423,13.88284218
2016,Chronic Lower Respiratory Diseases ,Male,Hispanic,146,12.08830423,18.43554247
2016,Essential Hypertension and Renal Diseases ,Male,Hispanic,99,8.19686383,13.14920356
2016,All Other Causes,Male,Hispanic,1233,102.0882132,135.7393671
2016,Diseases of Heart ,Male,Non-Hispanic Black,2106,244.9495155,271.1314782
2016,Malignant Neoplasms (Cancer),Male,Non-Hispanic Black,1611,187.3759114,199.6463403
2016,Diabetes Mellitus ,Male,Non-Hispanic Black,313,36.40512742,39.87933242
2016,Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use ,Male,Non-Hispanic Black,258,30.00806031,27.58845554
2016,Influenza (Flu) and Pneumonia ,Male,Non-Hispanic Black,258,30.00806031,34.46182956
2016,Cerebrovascular Disease (Stroke),Male,Non-Hispanic Black,220,25.58826848,28.56164123
2016,Chronic Lower Respiratory Diseases ,Male,Non-Hispanic Black,183,21.28478696,23.53449215
2016,Assault (Homicide),Male,Non-Hispanic Black,168,19.54013229,19.68635499
2016,Essential Hypertension and Renal Diseases ,Male,Non-Hispanic Black,161,18.72596011,20.83380942
2016,Accidents Except Drug Posioning ,Male,Non-Hispanic Black,153,17.79547762,18.3791371
2016,All Other Causes,Male,Non-Hispanic Black,1375,159.926678,170.4808293
2016,Diseases of Heart ,Male,Non-Hispanic White,4054,303.4133629,239.2846987
2016,Malignant Neoplasms (Cancer),Male,Non-Hispanic White,3090,231.2647487,188.0725927
2016,Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use ,Male,Non-Hispanic White,482,36.07430709,33.2779384
2016,Influenza (Flu) and Pneumonia ,Male,Non-Hispanic White,461,34.50260491,26.72651668
2016,Chronic Lower Respiratory Diseases ,Male,Non-Hispanic White,332,24.84786297,19.76084897
2016,Cerebrovascular Disease (Stroke),Male,Non-Hispanic White,317,23.72521856,18.56215081
2016,Diabetes Mellitus ,Male,Non-Hispanic White,252,18.86042611,15.40377959
2016,Accidents Except Drug Posioning ,Male,Non-Hispanic White,244,18.26168243,15.8762575
2016,Intentional Self-Harm (Suicide),Male,Non-Hispanic White,176,13.17236109,11.70338615
2016,Essential Hypertension and Renal Diseases ,Male,Non-Hispanic White,151,11.30128707,8.859843879
2016,All Other Causes,Male,Non-Hispanic White,2381,178.2010896,146.4506378
2016,Diseases of Heart ,Male,Not Stated/Unknown,179,,
2016,Malignant Neoplasms (Cancer),Male,Not Stated/Unknown,119,,
2016,Diabetes Mellitus ,Male,Not Stated/Unknown,23,,
2016,Influenza (Flu) and Pneumonia ,Male,Not Stated/Unknown,22,,
2016,Human Immunodeficiency Virus Disease (HIV),Male,Not Stated/Unknown,20,,
2016,Cerebrovascular Disease (Stroke),Male,Not Stated/Unknown,18,,
2016,Essential Hypertension and Renal Diseases ,Male,Not Stated/Unknown,18,,
2016,Chronic Lower Respiratory Diseases ,Male,Not Stated/Unknown,17,,
2016,Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use ,Male,Not Stated/Unknown,16,,
2016,Chronic Liver Disease and Cirrhosis ,Male,Not Stated/Unknown,14,,
2016,All Other Causes,Male,Not Stated/Unknown,158,,
